could you update the params  for df_tcdxi_t?,update_params.csh $tile $runDir $refDir $params $tag,31,update,,"Hi AI, 
Could you update the params for df_rpt_6_t? 
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_2023_06_07_16_11_20_919000_00_00_TileBuilder_Jun07_0451_54336_GUI/ 
CCD_MAX_POSTPONE = 40 
CCD_MAX_POSTPONE_PD = 40 ",simon1.chen@amd.com
could you add the params  for df_tcdxi_t?,update_params.csh $tile $runDir $refDir $params $tag,31,update,,"Hi AI, 
Could you add the params for df_rpt_6_t? 
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_2023_06_07_16_11_20_919000_00_00_TileBuilder_Jun07_0451_54336_GUI/ 
CCD_MAX_POSTPONE = 40 
CCD_MAX_POSTPONE_PD = 40 ",simon1.chen@amd.com
could you update the params and rerun the FxCts  for df_tcdxi_t?,update_params_rerun.csh $tile $runDir $refDir $params $target $tag,32,update,,,simon1.chen@amd.com
could you rerun the FxPlace for df_tcdxi_t?,rerun_target.csh $tile $runDir $refDir $target $tag,33,update,,"Hi AI, 
Could you rerun the FxCts for df_rpt_6_t in following dir? 
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_branch_2023_06_25_12_26_50_129000_00_00_TileBuilder_Jun07_0451_54336_GUI ",simon1.chen@amd.com
could you generate the run dir tree?,gen_run_dir_tree.csh $tile $runDir $refDir $tag,34,report,,,simon1.chen@amd.com
could you TileBuilderOverwriteCommand for df_tcdxi_t?,tb_overwriteCommand.csh $tile $runDir $refDir $file $regu $tag,35,update,,,simon1.chen@amd.com
could you predict the tile congestion?,predict_tile_congestion.csh $table $tag,36,analysis,,,simon1.chen@amd.com
could you predict the congestion?,predict_tile_congestion.csh $table $tag,36,analysis,,,simon1.chen@amd.com
could you remove the following dir?,remove_dir.csh $refDir $file  $tag,37,remove,,"Hi AI, 
could you remove the following dir? 
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_branch_2023_06_25_12_26_50_129000_00_00_TileBuilder_Jun07_0451_54336_GUI/test1 
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_branch_2023_06_25_12_26_50_129000_00_00_TileBuilder_Jun07_0451_54336_GUI/test2 
",simon1.chen@amd.com
what is the disk usage?,disk_usage.csh $refDir $file $tag,38,report,,,
what is the disk usage for following dir?,disk_usage.csh $refDir $file $tag,38,report,,"Hi AI,
    what is the disk usage for following dir?
/proj/navi4n6-aid-pdclk1-nobackup/simchen/df_rpt_6_t/Wed_Jun__7_04_51_32_EDT_2023/main/pd/tiles/df_rpt_6_t_branch_2023_06_25_12_26_50_129000_00_00_TileBuilder_Jun07_0451_54336_GUI",simon1.chen@amd.com
could you help to check if the following dir exist?,disk_usage.csh $refDir $file $tag,38,report,,,
could you help to check if the following file exist?,disk_usage.csh $refDir $file $tag,38,report,,,simon1.chen@amd.com
could you learn the following information?,learn_experience.csh $table $tag,39,learn,,,simon1.chen@amd.com
could you learn the following instruction?,learn_experience.csh $table $tag,39,learn,,,simon1.chen@amd.com
could you learn the following table?,learn_experience.csh $table $tag,39,learn,,,simon1.chen@amd.com
could you learn the following issue?,learn_experience.csh $table $tag,39,learn,,,simon1.chen@amd.com
could you help to restart the TB in following dir?,restart_TB.csh $tile $runDir $refDir $tag,40,start run,,"Hi AI,
Could you help restart the TB in following dir?
/proj/wek_pd_irem1/simchen/dfx_dft_t/Thu_Aug_24_00_20_38_EDT_2023/main/pd/tiles/dfx_dft_t_230817084224977_TileBuilder_Aug24_0020_21694_GUI
",simon1.chen@amd.com
could you help to restart the TB?,restart_TB.csh $tile $runDir $refDir $tag,39,start run,,,simon1.chen@amd.com
could you start the virtual tile owner?,# This is system task.,41,sys,,,simon1.chen@amd.com
could you start the vto?,# This is system task.,42,sys,,,simon1.chen@amd.com
could you set the ignore task?,# This is system task.,43,sys,,,simon1.chen@amd.com
could you show the tasks?,# This is system task.,44,sys,,,simon1.chen@amd.com
could you list the instruction?,list_instruction.csh $tag,45,report,,,simon1.chen@amd.com
what can you do?,list_instruction.csh $tag,45,report,,,simon1.chen@amd.com
could you stop the vto?,# This is system task.,46,sys,,,simon1.chen@amd.com
sync flow environment,sync_flow_env.csh $tile $runDir $refDir $tag,47,update,,,simon1.chen@amd.com
TileBuilderGenParams,tb_gen.csh $tile $runDir $refDir $tag,48,update,,,simon1.chen@amd.com
TileBuilderMake,tb_make.csh $tile $runDir $refDir $tag,49,update,,,simon1.chen@amd.com
could you help to stop the TB in following dir?,stop_TB.csh $tile $runDir $refDir $tag,50,stop run,,,simon1.chen@amd.com
could you help to stop the TB?,stop_TB.csh $tile $runDir $refDir $tag,50,stop run,,,simon1.chen@amd.com
could you help generate bom.json for df_tcdxa_t?,gen_bom_json.csh $tile $runDir $refDir $tag,51,generic,support quoting mail,,simon1.chen@amd.com
what is the run time of FxPlace for df_tcdxa_t?,report_runTime $tile $runDir $refDir $target $tag,52,generic,,,simon1.chen@amd.com
could you submit the def for df_tcdxa_t?,submit_def.csh $tile $runDir $refDir $target $tag,53,generic,,,
could you take the following assignment?,take_assignment.csh $tile $runDir $refDir $target $tag,54,generic,,,
could you update the params to params center?,update_params_to_center.csh $tile $runDir $refDir $tag,55,update,,,
could you update the tune to tune center for FxPlace?,update_tune_to_center.csh $tile $runDir $refDir $target $file $tag,56,update,,"Hi VTO0,
     Could you update the tune to tune center for df_tcdx_a0_t for FxFpPlaceMacros?
/home/simchen/FxFpPlaceMacros.placerams.tcl",
could you update the tune file to tune center for FxPlace?,update_tune_to_center.csh $tile $runDir $refDir $target $file $tag,56,update,,,
could you update the params from params center?,update_params_from_center.csh $tile $runDir $refDir $tag,57,update,,,
could you update the tune from tune center for FxPlace?,update_tune_from_center.csh $tile $runDir $refDir $target $tag,58,update,,,
could you update the tune file from tune center for FxPlace?,update_tune_from_center.csh $tile $runDir $refDir $target $tag,58,update,,,
could you release fp_clean data for df_tcdxa_t?,release_data.csh $tile $runDir $refDir $stage $tag,59,update,,,
could you release fp_clean for df_tcdxa_t?,release_data.csh $tile $runDir $refDir $stage $tag,59,update,,,
could you hack sdc for frequency?,hack_sdc_freq.csh $tile $runDir $refDir $tag,60,generic,,,
could you hack sdc for clock frequency?,hack_sdc_freq.csh $tile $runDir $refDir $tag,60,generic,,,
could you copy def to dir?,cp_def.csh $tile $runDir $refDir $tag,61,generic,,,
could you update the seras environment?,update_seras_env.csh $tile $runDir $refDir $tag,62,update,,,
TileBuilderUpdateSeras,update_seras_env.csh $tile $runDir $refDir $tag,62,update,,,
could you show the floorplan map?,show_map.csh $tile $runDir $refDir $stage $tag,63,generic,,,
could you update the flow file?,sync_flow_file.csh $tile $runDir $refDir $p4File $tag,64,update,,,
could you sync the flow file?,sync_flow_file.csh $tile $runDir $refDir $p4File $tag,64,update,,,
could you check the clock overlap with mem?,check_clock_mem_overlap.csh $tile $runDir $refDir $tag,65,check,,,
could you show TB console for df_tcdxa_t?,show_tb_console.csh $tile $runDir $refDir $tag,66,generic,,,
could you stop vto monitor?,stop_vto_monitor.csh $tile $runDir $refDir $tag,67,generic,,,
could you start vto monitor,start_vto_monitor.csh $tile $runDir $refDir $tag,68,generic,,,
could you add the command to tune/FxFpStreamOut/FxFpStreamOut.tcl ,add_command_to_tune.csh $tile $runDir $refDir $tune $tag,69,generic,,,
what is current job?,show_jobs.csh $tile $runDir $refDir $tag,70,LSF,,,
could you show job?,show_jobs.csh $tile $runDir $refDir $tag,70,LSF,,,
could you kill the job?,kill_jobs.csh $tile $runDir $refDir $integer $tag,71,LSF,,,
could you copy the sdc to following dir?,cp_sdc.csh $tile $runDir $refDir $p4File $tag,72,generic,,,
could you copy the sdc to?,cp_sdc.csh $tile $runDir $refDir  $p4File $tag,72,generic,,,
what is the release status for df_tcdxa_t?,report_releaseStatus.csh $tile $runDir $refDir $tag,73,report,,,
