could you help forget monitor run ,forget_monitor_run.csh $tile $runDir $refDir $tag $noLsf,100,generic,,,simon1.chen@amd.com
could you generate pin pair ,generate_pin_pair.csh $tile $runDir $refDir $tag,101,generic,support quoting mail,,simon1.chen@amd.com
could you remove TB dir ,remove_tb_dir.csh $refDir $file  $tag,102,generic,support quoting mail,,simon1.chen@amd.com
could you place pin ,place_pin.csh  $tile $runDir $refDir $file $tag,103,update,support quoting mail,"Hi vto6, 
could you place pin for vdci_art_mid_t? 
/proj/cmb_pnr_vol12/vto6/vdci_art_mid_t/241203083116797/main/pd/tiles/vdci_art_mid_t_241203083116797_TileBuilder_Dec02_1934_71272_GUI ",simon1.chen@amd.com
could you do pin assignment ,place_pin.csh  $tile $runDir $refDir $file $tag,103,update,support quoting mail,,simon1.chen@amd.com
could you stop run ,stop_run.csh $tile $runDir $refDir $tag $noLsf,104,stop run,support quoting mail,,simon1.chen@amd.com
could you clean run  ,clean_run.csh $tile $runDir $refDir $tag $noLsf,105,generic,support quoting mail,"Hi vto9, 
/proj/cmb_pnr_vol12/vto9/secip_mp1_mid_t/241203081045827/main/pd/tiles/secip_mp1_mid_t_241203081045827_TileBuilder_Dec02_1913_176613_GUI 
/proj/cmb_pnr_vol12/vto9/secip_nht_mid_t/241203081045827/main/pd/tiles/secip_nht_mid_t_241203081045827_TileBuilder_Dec02_1913_179445_GUI 
Could you add mem for FxRoute? 
160000 ",simon1.chen@amd.com
wait for result  ,wait_result.csh $tile $runDir $refDir $file $tag,106,generic,,,simon1.chen@amd.com
enable user floorplan ,enable_user_floorplan.csh $tile $runDir $refDir $file $tag,107,update,support quoting mail,,simon1.chen@amd.com
make run ,make_run.csh $project $tile $runDir $disk  $params $tune $tag $table $refDir $file,108,start run,,,simon1.chen@amd.com
make new run ,make_new_run.csh $project $tile $runDir $disk  $params $tune $tag $table $refDir $file,109,start run,,"Hi vto1, 
Could you make new run for umc_umcch_t? 
/proj/frontrange_pdtil1_er_nobackup/VTO1/umc_umcch_t/250328103443261_sub1/main/pd/tiles/umc_umcch_t_250328103443261_sub1_TileBuilder_Mar27_2239_64537_GUI 
FLOORPLAN_VLG = /proj/mcip_sde_er_users01/nnidagat/umc15_0_syn_LSD/main/pd/tiles/umc_umcch_t_853834_1800/data/Synthesize.v.gz ",simon1.chen@amd.com
use llm ,use_llm.csh $tile $runDir $refDir $file $tag $noLsf,110,generic,support quoting mail,,simon1.chen@amd.com
start supra regression ,start_supra_regression.csh $project $ip $runDir $disk  $params $tune $tag $table $refDir,108,start run,,"Hi vto1, 
Use llm 
If I want to know which stage of the PNR, which instructions should I use? ",simon1.chen@amd.com
fix seras database,fix_seras_database.csh $tile $runDir $refDir $file $tag,109,restart run,support quoting mail,,simon1.chen@amd.com
TileBuilderFixSerasDatabase,fix_seras_database.csh $tile $runDir $refDir $file $tag,109,restart run,support quoting mail,,simon1.chen@amd.com
seras sanity fix,seras_sanity_fix.csh $tile $runDir $refDir $file $tag,110,update,support quoting mail,,simon1.chen@amd.com
report pending task,report_pending_task.csh $tile $runDir $refDir $tag $noLsf,111,LSF,support quoting mail,,simon1.chen@amd.com
rerun all target,rerun_all_target.csh $tile $runDir $refDir $target $tag,112,rerun,support quoting mail,,simon1.chen@amd.com
could you rerun route timing,rerun_route_timing_only.csh $tile $runDir $refDir $target $tag,113,rerun,,,simon1.chen@amd.com
could you rerun reroute timing,rerun_reroute_timing_only.csh $tile $runDir $refDir $target $tag,114,rerun,,,simon1.chen@amd.com
could you rerun drclvs only,rerun_drclvs_only.csh $tile $runDir $refDir $target $tag,115,rerun,,,simon1.chen@amd.com
could you rerun power,rerun_power_only.csh $tile $runDir $refDir $target $tag,116,rerun,,,simon1.chen@amd.com
could you rerun pretiming,rerun_pretiming_only.csh $tile $runDir $refDir $target $tag,117,rerun,,,simon1.chen@amd.com
could you rerun sort timing,rerun_sort_timing_only.csh $tile $runDir $refDir $target $tag,118,rerun,,,simon1.chen@amd.com
could you rerun eqv,rerun_eqv_only.csh $tile $runDir $refDir $target $tag,119,rerun,,,simon1.chen@amd.com
could you rerun dft,rerun_dft_only.csh $tile $runDir $refDir $target $tag,120,rerun,,,simon1.chen@amd.com
could you rerun waiver,rerun_waiver_only.csh $tile $runDir $refDir $target $tag,121,rerun,,,simon1.chen@amd.com
could you rerun prc,rerun_prc_only.csh $tile $runDir $refDir $target $tag,122,rerun,,,simon1.chen@amd.com
could you rerun extract,rerun_extract_only.csh $tile $runDir $refDir $target $tag,123,rerun,,,simon1.chen@amd.com
Delete temporary data,Delete_temporary_data $tile $runDir $refDir $target $tag,124,remove,,,simon1.chen@amd.com
update tune from project,update_tune_from_project.csh $tile $runDir $refDir $target $tag  $noLsf,125,update,,,simon1.chen@amd.com
